OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
36800,Y,109583763,818+,RIDGE ST, , , , , , , 
36801,Y,109683766,812,BLENHEIM AVE, , , , , , , 
36802,Y,109833767,1119,LEONARD ST, , , , , , , 
36803,Y,109763769,610,ELLIOTT AVE, , , , , , , 
36804,Y,109923770,2417,SUNSET RD, , , , , , , 
36805,Y,109663771,618,SHAMROCK RD, , , , , , , 
36806,Y,109733772,106,LANKFORD AVE, , , , , , , 
36807,Y,109893774,2418+,SUNSET RD, , , , , , , 
36808,Y,109643775,701,SHAMROCK RD, , , , , , , 
36809,Y,109693778,315,CARLTON RD, , , , , , , 
36810,Y,109963779,1122,LEONARD ST, , , , , , , 
36811,Y,110153781,1200,MONTICELLO RD, , , , , , , 
36812,Y,110343782,111+,HAMMOND ST, , , , , , , 
36813,Y,109813785,2343,HIGHLAND AVE, , , , , , , 
36814,Y,109903787,808,MERIDIAN ST, , , , , , , 
36815,Y,109843789,720,MONTROSE AVE, , , , , , , 
36816,Y,110083793,706,CASTALIA ST, , , , , , , 
36817,Y,109793796,1109,6TH ST SE, , , , , , , 
36818,Y,109433802,801,MONTROSE AVE, , , , , , , 
36819,Y,109883805,501+,RIVES ST, , , , , , , 
36820,Y,110033806,312,CARLTON RD, , , , , , , 
36821,Y,141593807,205,HUNTLEY AVE, , , , , , , 
36822,Y,110043808,104,LANKFORD AVE, , , , , , , 
36823,Y,109353809,501,DRUID AVE, , , , , , , 
36824,Y,109753814,619+,BAILEY RD, , , , , , , 
36825,Y,110063817,825+,RIDGE ST, , , , , , , 
36826,Y,109973820,822,BLENHEIM AVE, , , , , , , 
36827,Y,109953821,1026,TUFTON AVE, , , , , , , 
36828,Y,110203825,2320,CRESTMONT AVE, , , , , , , 
36829,Y,110103827,922,BOLLING AVE, , , , , , , 
36830,Y,110173828,2428,JEFFERSON PARK AVE, , , , , , , 
36831,Y,110183830,110,ELKHORN RD, , , , , , , 
36832,Y,110133833,722,MONTROSE AVE, , , , , , , 
36833,Y,109073836,107,ELKHORN RD, , , , , , , 
36834,Y,110483842,804+,ORANGEDALE AVE, , , , , , , 
36835,Y,110003843,505+,DRUID AVE, , , , , , , 
36836,Y,109363845,252+,STRIBLING AVE, , , , , , , 
36837,Y,108333846,2308+,CRESTMONT AVE, , , , , , , 
36838,Y,110073847,2319+,CRESTMONT AVE, , , , , , , 
36839,Y,110263848,102,LANKFORD AVE, , , , , , , 
36840,Y,110493849,801+,PROSPECT AVE, , , , , , , 
36841,Y,109783851,503,DRUID AVE, , , , , , , 
36842,Y,143243853,601,ALTAVISTA AVE, , , , , , , 
36843,Y,109703857,803,MONTROSE AVE, , , , , , , 
36844,Y,110163860,935,MONTICELLO AVE, , , , , , , 
36845,Y,110223861,822,RIDGE ST, , , , , , , 
36846,Y,110553862,813+,ORANGEDALE AVE, , , , , , , 
36847,Y,110243863,1018,AVON ST, , , , , , , 
36848,Y,110283864,614,ELLIOTT AVE, , , , , , , 
36849,Y,110293867,824,BLENHEIM AVE, , , , , , , 
36850,Y,109243869,2306,CRESTMONT AVE, , , , , , , 
36851,Y,109493870,225,HARTMANS MILL RD, , , , , , , 
36852,Y,110433873,100,LANKFORD AVE, , , , , , , 
36853,Y,109743874,254+,STRIBLING AVE, , , , , , , 
36854,Y,110423877,1603,TRAILRIDGE RD, , , , , , , 
36855,Y,110323878,230,HARTMANS MILL RD, , , , , , , 
36856,Y,110353880,317,CARLTON RD, , , , , , , 
36857,Y,110403882,924,BOLLING AVE, , , , , , , 
36858,Y,108323883,2310+,CRESTMONT AVE, , , , , , , 
36859,Y,110443885,732,MONTROSE AVE, , , , , , , 
36860,Y,110333886,1111,6TH ST SE, , , , , , , 
36861,Y,110673889,1121,LEONARD ST, , , , , , , 
36862,Y,111003890,109+,HAMMOND ST, , , , , , , 
36863,Y,110693892,2419+,SUNSET RD, , , , , , , 
36864,Y,109003895,1301,MIDLAND ST, , , , , , , 
36865,Y,109983898,805,MONTROSE AVE, , , , , , , 
36866,Y,109043901,615+,BAILEY RD, , , , , , , 
36867,Y,110633902,2420+,SUNSET RD, , , , , , , 
36868,Y,110613905,826,BLENHEIM AVE, , , , , , , 
36869,Y,109863908,907+,BLENHEIM AVE, , , , , , , 
36870,Y,109823910,603+,ALTAVISTA AVE, , , , , , , 
36871,Y,110123911,2304,CRESTMONT AVE, , , , , , , 
36872,Y,110623914,108,ELKHORN RD, , , , , , , 
36873,Y,109383915,105,ELKHORN RD, , , , , , , 
36874,Y,110683916,1103,AVON ST, , , , , , , 
36875,Y,110273917,1303+,MIDLAND ST, , , , , , , 
36876,Y,110773918,1124,LEONARD ST, , , , , , , 
36877,Y,109723920,934,MONTICELLO AVE, , , , , , , 
36878,Y,110793921,314,CARLTON RD, , , , , , , 
36879,Y,110953924,1205,MONTICELLO RD, , , , , , , 
36880,Y,110813925,829+,RIDGE ST, , , , , , , 
36881,Y,110523927,703,SHAMROCK RD, , , , , , , 
36882,Y,110233929,507,DRUID AVE, , , , , , , 
36883,Y,109933932,2312,CRESTMONT AVE, , , , , , , 
36884,Y,110303933,807,MONTROSE AVE, , , , , , , 
36885,Y,110803935,228,HARTMANS MILL RD, , , , , , , 
36886,Y,110513936,2429,JEFFERSON PARK AVE, , , , , , , 
36887,Y,110843945,824,RIDGE ST, , , , , , , 
36888,Y,109453946,611+,BAILEY RD, , , , , , , 
36889,Y,110893947,2318+,CRESTMONT AVE, , , , , , , 
36890,Y,111113949,808+,ORANGEDALE AVE, , , , , , , 
36891,Y,110253951,256+,STRIBLING AVE, , , , , , , 
36892,Y,110903952,1605,TRAILRIDGE RD, , , , , , , 
36893,Y,111123953,805+,PROSPECT AVE, , , , , , , 
36894,Y,102779772,1809,E MARKET ST, , , , , , , 
36895,Y,106199773,1808,E MARKET ST, , , , , , , 
36896,Y,106759776,1810,E MARKET ST, , , , , , , 
36897,Y,105949777,203,RIVERSIDE AVE, , , , , , , 
36898,Y,106479778,202,RIVERSIDE AVE, , , , , , , 
36899,Y,107299779,1812,E MARKET ST, , , , , , , 
36900,Y,107559780,1819,E MARKET ST, , , , , , , 
36901,Y,108819783,1901,E MARKET ST, , , , , , , 
36902,Y,108913922,1500-43,CARLTON AVE, , , , , , , 
36903,Y,108913734,1500-51,CARLTON AVE, , , , , , , 
36904,Y,108913791,1500-50,CARLTON AVE, , , , , , , 
36905,Y,108913823,1500-49,CARLTON AVE, , , , , , , 
36906,Y,108913832,1500-48,CARLTON AVE, , , , , , , 
36907,Y,108913856,1500-47,CARLTON AVE, , , , , , , 
36908,Y,108913879,1500-46,CARLTON AVE, , , , , , , 
36909,Y,108913903,1500-44,CARLTON AVE, , , , , , , 
36910,Y,108913909,1500-45,CARLTON AVE, , , , , , , 
36911,Y,108913656,1500-52,CARLTON AVE, , , , , , , 
36912,Y,108913699,1500-53,CARLTON AVE, , , , , , , 
36913,Y,108913745,1500-54,CARLTON AVE, , , , , , , 
36914,Y,108913780,1500-55,CARLTON AVE, , , , , , , 
36915,Y,108913835,1500-56,CARLTON AVE, , , , , , , 
36916,Y,108913887,1500-57,CARLTON AVE, , , , , , , 
36917,Y,108913943,1500-58,CARLTON AVE, , , , , , , 
36918,Y,1101917912,703,ELLIOTT AVE, , , , , , , 
36919,Y,1069018777,202,LANKFORD AVE, , , , , , , 
36920,Y,1072018778,200,LANKFORD AVE, , , , , , , 
36921,Y,1055419160,912,MONTICELLO AVE, , , , , , , 
36922,Y,110753957,2317+,CRESTMONT AVE, , , , , , , 
36923,Y,109593752,232,HARTMANS MILL RD, , , , , , , 
36924,Y,107953589,114,ELKHORN RD, , , , , , , 
36925,Y,109653762,1022,TUFTON AVE, , , , , , , 
36926,Y,107883551,817,BLENHEIM AVE, , , , , , , 
36927,Y,1408619580,1905,CHESAPEAKE ST, , , , , , , 
36928,Y,1473919676,1620,E MARKET ST, , , , , , , 
36929,Y,104143051,764,RIDGE ST, , , , , , , 
36930,Y,104523178,1110,LEONARD ST, , , , , , , 
36932,Y,1031417267,1001,BELMONT AVE, , , , , , , 
36933,Y,1022317268,937,BELMONT AVE, , , , , , , 
36934,Y,1017017269,935,BELMONT AVE, , , , , , , 
36935,Y,1014717270,929,BELMONT AVE, , , , , , , 
36936,Y,1013217271,927+,BELMONT AVE, , , , , , , 
36937,Y,1009317273,917+,BELMONT AVE, , , , , , , 
36938,Y,1002017274,915+,BELMONT AVE, , , , , , , 
36939,Y,998017275,909,BELMONT AVE, , , , , , , 
36940,Y,1432919511,110+,RAYMOND AVE, , , , , , , 
36941,Y,99872532,113,BURNET ST, , , , , , , 
36942,Y,99032533,1532+,CHERRY AVE, , , , , , , 
36943,Y,99352535,1433,BRIARCLIFF AVE, , , , , , , 
36944,Y,99892538,312,CHESTNUT ST, , , , , , , 
36945,Y,99722540,1000+,MONTICELLO RD, , , , , , , 
36946,Y,99642541,803+,MONTICELLO AVE, , , , , , , 
36947,Y,100002542,2307,JEFFERSON PARK AVE, , , , , , , 
36948,Y,100092543,2309,HIGHLAND AVE, , , , , , , 
36949,Y,99512544,701,BOLLING AVE, , , , , , , 
36950,Y,100142545,320,BERRING ST, , , , , , , 
36951,Y,99092546,1613,MULBERRY AVE, , , , , , , 
36952,Y,99302547,201+,RAYMOND AVE, , , , , , , 
36953,Y,99812548,1032,CARLTON AVE, , , , , , , 
36954,Y,99762552,613+,ROCK CREEK RD, , , , , , , 
36955,Y,99972553,620+,BOLLING AVE, , , , , , , 
36956,Y,147062555,617,BLENHEIM AVE, , , , , , , 
36957,Y,100192556,116,OLINDA DR, , , , , , , 
36958,Y,99752557,200,CARLTON RD, , , , , , , 
36959,Y,99842560,724,MONTICELLO AVE, , , , , , , 
36960,Y,100292562,720+,ORANGEDALE AVE, , , , , , , 
36961,Y,99822563,1630,CENTER AVE, , , , , , , 
36962,Y,99602566,1534+,CHERRY AVE, , , , , , , 
36963,Y,99342567,119,RAYMOND AVE, , , , , , , 
36964,Y,100002568,2307-B,JEFFERSON PARK AVE, , , , , , , 
36965,Y,99962570,719+,RIDGE ST, , , , , , , 
36966,Y,99182571,205,RAYMOND AVE, , , , , , , 
36967,Y,100262572,725+,PROSPECT AVE, , , , , , , 
36968,Y,99232573,203,RAYMOND AVE, , , , , , , 
36969,Y,99382576,117,RAYMOND AVE, , , , , , , 
36970,Y,100242577,2310,CENTER AVE, , , , , , , 
36971,Y,100032582,1610,MULBERRY AVE, , , , , , , 
36972,Y,99882583,703,BOLLING AVE, , , , , , , 
36973,Y,99162585,207,RAYMOND AVE, , , , , , , 
36974,Y,100282586,622,BOLLING AVE, , , , , , , 
36975,Y,100322588,930,5TH ST SW, , , , , , , 
36976,Y,99442589,111+,RAYMOND AVE, , , , , , , 
36977,Y,100062590,606,ROCK CREEK RD, , , , , , , 
36978,Y,99402591,115,RAYMOND AVE, , , , , , , 
36979,Y,99462594,109,RAYMOND AVE, , , , , , , 
36981,Y,100352597,726,MONTICELLO AVE, , , , , , , 
36982,Y,99652598,615,BLENHEIM AVE, , , , , , , 
36983,Y,100362599,115,BURNET ST, , , , , , , 
36984,Y,99412601,113,RAYMOND AVE, , , , , , , 
36985,Y,102412602,110,STRIBLING AVE, , , , , , , 
36986,Y,100132603,1034,CARLTON AVE, , ,per ADEPT, , , , 
36987,Y,100522605,1416,FOREST RIDGE RD, , , , , , , 
36988,Y,100182606,2310,JEFFERSON PARK AVE, , , , , , , 
36989,Y,100152608,1602,E MARKET ST, , , , , , , 
36990,Y,100472610,102,OLINDA DR, , , , , , , 
36991,Y,100392611,1430,BRIARCLIFF AVE, , , , , , , 
36992,Y,99582612,1615,MULBERRY AVE, , , , , , , 
36993,Y,100342613,712,RIDGE ST, , , , , , , 
36994,Y,100482616,1417,FOREST RIDGE RD, , , , , , , 
36995,Y,100252617,729+,ORANGEDALE AVE, , , , , , , 
36996,Y,99732618,127+,STRIBLING AVE, , , , , , , 
36997,Y,100112619,615+,ROCK CREEK RD, , , , , , , 
36998,Y,100312620,834,BELMONT AVE, , , , , , , 
36999,Y,99592622,1603,CHERRY AVE, , , , , , , 
37000,Y,100502626,608,ROCK CREEK RD, , , , , , , 
37001,Y,100512627,2312,HIGHLAND AVE, , , , , , , 
37002,Y,100232628,1632,CENTER AVE, , , , , , , 
37003,Y,99952629,807,MONTICELLO AVE, , , , , , , 
37004,Y,100542630,624,BOLLING AVE, , , , , , , 
37005,Y,100592632,728,MONTICELLO AVE, , , , , , , 
37006,Y,100462634,1612,MULBERRY AVE, , , , , , , 
37007,Y,99722638,1000+,MONTICELLO RD, , , , , , , 
37008,Y,100632640,836+,BELMONT AVE, , , , , , , 
37009,Y,100832641,932,5TH ST SW, , , , , , , 
37010,Y,100272643,809,MONTICELLO AVE, , , , , , , 
37011,Y,100772646,2311,HIGHLAND AVE, , , , , , , 
37012,Y,100172647,705+,BOLLING AVE, , , , , , , 
37013,Y,101012648,724+,ORANGEDALE AVE, , , , , , , 
37014,Y,100852649,2312,CENTER AVE, , , , , , , 
37015,Y,100952650,507,BAINBRIDGE ST, , , , , , , 
37016,Y,100302651,613,BLENHEIM AVE, , , , , , , 
37017,Y,100862654,117,BURNET ST, , , , , , , 
37018,Y,99372655,721+,RIDGE ST, , , , , , , 
37019,Y,100992656,729+,PROSPECT AVE, , , , , , , 
37020,Y,100642657,511,BAINBRIDGE ST, , , , , , , 
37021,Y,100882658,732,MONTICELLO AVE, , , , , , , 
37022,Y,100162660,112,STRIBLING AVE, , , , , , , 
37023,Y,98492661,133+,STRIBLING AVE, , , , , , , 
37024,Y,100492663,1508,TRAILRIDGE RD, , , , , , , 
37025,Y,100652664,617,ROCK CREEK RD, , , , , , , 
37026,Y,100072665,119,BURNET ST, , , , , , , 
37027,Y,100982666,114,OLINDA DR, , , , , , , 
37028,Y,101042671,2309,JEFFERSON PARK AVE, , , , , , , 
37029,Y,100442672,707,BOLLING AVE, , , , , , , 
37030,Y,100602674,1504,TRAILRIDGE RD, , , , , , , 
37031,Y,101082675,610+,ROCK CREEK RD, , , , , , , 
37032,Y,101142677,1432,BRIARCLIFF AVE, , , , , , , 
37033,Y,100222678,1510,TRAILRIDGE RD, , , , , , , 
37034,Y,101292679,900,BELMONT AVE, , , , , , , 
37035,Y,101002680,1616,MULBERRY AVE, , , , , , , 
37036,Y,101172681,104+,OLINDA DR, , , , , , , 
37037,Y,100692682,116,STRIBLING AVE, , , , , , , 
37038,Y,101382684,733+,ORANGEDALE AVE, , , , , , , 
37039,Y,100552685,1506,TRAILRIDGE RD, , , , , , , 
37041,Y,100812688,507+,SHAMROCK RD, , , , , , , 
37042,Y,100412690,1619,MULBERRY AVE, , , , , , , 
37043,Y,100722693,1500,TRAILRIDGE RD, , , , , , , 
37044,Y,101252694,164,BURNET ST, , , , , , , 
37045,Y,100672698,1502,TRAILRIDGE RD, , , , , , , 
37046,Y,101282699,1611,CHERRY AVE, , , , , , , 
37047,Y,95562700,726+,PROSPECT AVE, , , , , , , 
37048,Y,101332701,1419,FOREST RIDGE RD, , , , , , , 
37049,Y,101352703,1418,FOREST RIDGE RD, , , , , , , 
37050,Y,101302707,1200+,CARLTON AVE, , , , , , , 
37051,Y,100912708,821,MONTICELLO AVE, , , , , , , 
37052,Y,101592709,800,AVON ST, , , , , , , 
37053,Y,101452710,800,MONTICELLO AVE, , , , , , , 
37054,Y,101572711,904,BELMONT AVE, , , , , , , 
37055,Y,100922712,609,BLENHEIM AVE, , , , , , , 
37056,Y,101482713,2316,HIGHLAND AVE, , , , , , , 
37057,Y,101562715,934,5TH ST SW, , , , , , , 
37058,Y,100782716,751+,RIDGE ST, , , , , , , 
37059,Y,101642717,121,BURNET ST, , , , , , , 
37060,Y,101062718,1636+,CENTER AVE, , , , , , , 
37061,Y,101772719,728+,ORANGEDALE AVE, , , , , , , 
37062,Y,101422721,805+,AVON ST, , , , , , , 
37063,Y,101182722,823+,MONTICELLO AVE, , , , , , , 
37064,Y,101582724,612+,ROCK CREEK RD, , , , , , , 
37065,Y,101052725,1512,TRAILRIDGE RD, , , , , , , 
37066,Y,101802726,733+,PROSPECT AVE, , , , , , , 
37067,Y,101712728,1201,CARLTON AVE, , , , , , , 
37068,Y,101662729,2317+,HIGHLAND AVE, , , , , , , 
37069,Y,100872733,1621,MULBERRY AVE, , , , , , , 
37070,Y,101492734,905,6TH ST SE, , , , , , , 
37071,Y,101522737,1618,MULBERRY AVE, , , , , , , 
37072,Y,101692739,210,RAYMOND AVE, , , , , , , 
37073,Y,101812742,162,BURNET ST, , ,per ADEPT, , , , 
37074,Y,101162743,120,STRIBLING AVE, , , , , , , 
37075,Y,95562744,738+,PROSPECT AVE, , , , , , , 
37076,Y,101962745,906,BELMONT AVE, , , , , , , 
37077,Y,101632746,2314+,CENTER AVE, , , , , , , 
37078,Y,101892749,802,MONTICELLO AVE, , , , , , , 
37079,Y,101742751,600,BLENHEIM AVE, , , , , , , 
37080,Y,101922752,116,RAYMOND AVE, , , , , , , 
37081,Y,101883119,118,RAYMOND AVE, , , , , , , 
37082,Y,101852753,112,OLINDA DR, , , , , , , 
37083,Y,101952755,114,RAYMOND AVE, , , , , , , 
37084,Y,101872757,1613,CHERRY AVE, , , , , , , 
37085,Y,101992759,106+,OLINDA DR, , , , , , , 
37086,Y,101782760,204,RAYMOND AVE, , , , , , , 
37087,Y,102092761,2400,JEFFERSON PARK AVE, , , , , , , 
37088,Y,101862764,120+,RAYMOND AVE, , , , , , , 
37089,Y,102102765,936,5TH ST SW, , , , , , , 
37090,Y,101972769,112+,RAYMOND AVE, , , , , , , 
37091,Y,102202770,804,AVON ST, , , , , , , 
37092,Y,102192771,123,BURNET ST, , , , , , , 
37093,Y,102272772,737+,ORANGEDALE AVE, , , , , , , 
37094,Y,100802773,509,SHAMROCK RD, , , , , , , 
37095,Y,101532776,827,MONTICELLO AVE, , , , , , , 
37096,Y,102012777,108+,RAYMOND AVE, , , , , , , 
37097,Y,102002778,1638,CENTER AVE, , , , , , , 
37098,Y,102042779,106,RAYMOND AVE, , , , , , , 
37099,Y,101502780,628,BLENHEIM AVE, , , , , , , 
37100,Y,99132781,135,STRIBLING AVE, , , , , , , 
37101,Y,102212785,613,MERIDIAN ST, , , , , , , 
37102,Y,102362786,2401,JEFFERSON PARK AVE, , , , , , , 
37103,Y,101712787,1203,CARLTON AVE, , , , , , , 
37104,Y,101272789,225,LANKFORD AVE, , , , , , , 
37105,Y,102122790,614+,ROCK CREEK RD, , , , , , , 
37106,Y,101682792,1002,2ND ST SE, , , , , , , 
37107,Y,101242793,1623,MULBERRY AVE, , , , , , , 
37108,Y,102132794,602+,BLENHEIM AVE, , , , , , , 
37109,Y,102292795,1421,FOREST RIDGE RD, , , , , , , 
37110,Y,101622796,124,STRIBLING AVE, , , , , , , 
37111,Y,102282797,910+,BELMONT AVE, , , , , , , 
37112,Y,101462798,210,CARLTON RD, , , , , , , 
37113,Y,101362799,755,RIDGE ST, , , , , , , 
37114,Y,102062801,1100,LEONARD ST, , , , , , , 
37115,Y,102172804,1620,MULBERRY AVE, , , , , , , 
37116,Y,101732805,715,BOLLING AVE, , , , , , , 
37117,Y,101552806,223,LANKFORD AVE, , , , , , , 
37118,Y,102302809,1204+,CARLTON AVE, , , , , , , 
37119,Y,102372812,1420,FOREST RIDGE RD, , , , , , , 
37120,Y,102112813,1001,RAYON ST, , , , , , , 
37121,Y,102082814,126,STRIBLING AVE, , , , , , , 
37122,Y,101902815,829,MONTICELLO AVE, , , , , , , 
37123,Y,102182816,732+,ORANGEDALE AVE, , , , , , , 
37124,Y,102532819,737+,PROSPECT AVE, , , , , , , 
37125,Y,102022820,1514,TRAILRIDGE RD, , , , , , , 
37126,Y,101712821,1205,CARLTON AVE, , , , , , , 
37127,Y,102142823,909,6TH ST SE, , , , , , , 
37128,Y,99482825,139,STRIBLING AVE, , , , , , , 
37129,Y,102382826,752+,RIDGE ST, , , , , , , 
37130,Y,102502827,938,5TH ST SW, , , , , , , 
37131,Y,102432828,604,BLENHEIM AVE, , , , , , , 
37132,Y,101932829,625,BLENHEIM AVE, , , , , , , 
37133,Y,102262831,815,AVON ST, , , , , , , 
37134,Y,102402832,1615,CHERRY AVE, , , , , , , 
37135,Y,101832833,701,ROCK CREEK RD, , , , , , , 
37136,Y,102612834,125,BURNET ST, , , , , , , 
37137,Y,102392835,221,LANKFORD AVE, , , , , , , 
37138,Y,102572836,704,BOLLING AVE, , , , , , , 
37139,Y,102592838,2319+,HIGHLAND AVE, , , , , , , 
37140,Y,102472839,806,MONTICELLO AVE, , , , , , , 
37141,Y,102442840,719,BOLLING AVE, , , , , , , 
37142,Y,102632841,806,AVON ST, , , , , , , 
37143,Y,102482842,1640,CENTER AVE, , , , , , , 
37144,Y,102602844,912,BELMONT AVE, , , , , , , 
37145,Y,95562845,748+,PROSPECT AVE, , , , , , , 
37146,Y,101792846,1625,MULBERRY AVE, , , , , , , 
37147,Y,102582847,160,BURNET ST, , , , , , , 
37148,Y,102512849,2318,HIGHLAND AVE, , , , , , , 
37149,Y,102552855,616+,ROCK CREEK RD, , , , , , , 
37150,Y,102562856,1102+,LEONARD ST, , , , , , , 
37152,Y,102732858,110+,OLINDA DR, , , , , , , 
37153,Y,102942859,741+,ORANGEDALE AVE, , , , , , , 
37154,Y,102152862,717+,BOLLING AVE, , , , , , , 
37155,Y,102452863,703,ROCK CREEK RD, , , , , , , 
37156,Y,102722864,635,BLENHEIM AVE, , , , , , , 
37157,Y,99832866,141,STRIBLING AVE, , , , , , , 
37158,Y,102752867,1004,2ND ST SE, , , , , , , 
37159,Y,102742868,808+,MONTICELLO AVE, , , , , , , 
37160,Y,102882869,1000,RAYON ST, , , , , , , 
37161,Y,103042874,127,BURNET ST, , , , , , , 
37162,Y,102802875,1617,CHERRY AVE, , , , , , , 
37163,Y,102792876,217,LANKFORD AVE, , , , , , , 
37164,Y,103252879,1000,BELMONT AVE,SCHOOL,Clark Elementary, , , , , 
37165,Y,102652880,1003,RAYON ST, , , , , , , 
37166,Y,102852883,108+,OLINDA DR, , , , , , , 
37167,Y,103092884,1423,FOREST RIDGE RD, , , , , , , 
37168,Y,102982886,706,BOLLING AVE, , , , , , , 
37169,Y,102322887,1627,MULBERRY AVE, , , , , , , 
37170,Y,101222889,207+,STRIBLING AVE, , , , , , , 
37171,Y,102912890,1642,CENTER AVE, , , , , , , 
37172,Y,102862891,736+,ORANGEDALE AVE, , , , , , , 
37173,Y,103032892,637+,BLENHEIM AVE, , , , , , , 
37174,Y,103222893,158,BURNET ST, , , , , , , 
37175,Y,100052898,143+,STRIBLING AVE, , , , , , , 
37176,Y,102992899,633,BLENHEIM AVE, , , , , , , 
37177,Y,103172900,810,AVON ST, , , , , , , 
37178,Y,103192902,1208,CARLTON AVE, , , , , , , 
37179,Y,103062903,822,MONTICELLO AVE, , , , , , , 
37180,Y,103272904,741+,PROSPECT AVE, , , , , , , 
37181,Y,103622906,1619+,CHERRY AVE, , , , , , , 
37182,Y,103202907,1422,FOREST RIDGE RD, , , , , , , 
37183,Y,103242908,754,RIDGE ST, , , , , , , 
37184,Y,102902910,1509,TRAILRIDGE RD, , , , , , , 
37185,Y,103012912,759+,RIDGE ST, , , , , , , 
37186,Y,103212914,2405,JEFFERSON PARK AVE, , , , , , , 
37187,Y,102922915,705,ROCK CREEK RD, , , , , , , 
37188,Y,103282916,2404,JEFFERSON PARK AVE, , , , , , , 
37189,Y,103002919,601,SHAMROCK RD, , , , , , , 
37190,Y,102712920,1629,MULBERRY AVE, , , , , , , 
37191,Y,102952923,1505,TRAILRIDGE RD, , , , , , , 
37192,Y,103382925,1006,2ND ST SE, , , , , , , 
37193,Y,103322927,631,BLENHEIM AVE, , , , , , , 
37194,Y,103502928,129,BURNET ST, , , , , , , 
37195,Y,102762930,1516,TRAILRIDGE RD, , , , , , , 
37196,Y,103392932,102,LINDEN ST, , , , , , , 
37197,Y,103592933,800,5TH ST SW, , , , , , , 
37198,Y,109342934,900+,1ST ST S, , , , , , , 
37199,Y,103302935,2320+,HIGHLAND AVE, , , , , , , 
37200,Y,102822937,901,MONTICELLO AVE, , , , , , , 
37201,Y,103032938,637+,BLENHEIM AVE, , , , , , , 
37202,Y,100382939,147,STRIBLING AVE, , , , , , , 
37203,Y,103462942,708,BOLLING AVE, , , , , , , 
37204,Y,103532943,156,BURNET ST, , , , , , , 
37205,Y,103352944,1644,CENTER AVE, , , , , , , 
37206,Y,103412947,917,6TH ST SE, , , , , , , 
37207,Y,103152948,226,LANKFORD AVE, , , , , , , 
37208,Y,103432949,1102,MONTICELLO RD, , , , , , , 
37209,Y,103692950,745+,ORANGEDALE AVE, , , , , , , 
37210,Y,103312951,1005,RAYON ST, , , , , , , 
37211,Y,102972952,801+,BOLLING AVE, , , , , , , 
37212,Y,102882954,1000-B,RAYON ST, , , , , , , 
37213,Y,103582955,1002,RAYON ST, , , , , , , 
37214,Y,103182959,1104,LEONARD ST, , , , , , , 
37215,Y,103372960,707,ROCK CREEK RD, , , , , , , 
37216,Y,101982962,110,RAYMOND AVE, , , , , , , 
37217,Y,100792963,155+,STRIBLING AVE, , , , , , , 
37218,Y,103562966,2321,HIGHLAND AVE, , , , , , , 
37219,Y,103802967,912,6TH ST SE, , , , , , , 
37220,Y,101752968,211+,STRIBLING AVE, , , , , , , 
37221,Y,103662971,629,BLENHEIM AVE, , , , , , , 
37222,Y,103072972,132+,STRIBLING AVE, , , , , , , 
37223,Y,100572974,151,STRIBLING AVE, , , , , , , 
37224,Y,103642977,830,MONTICELLO AVE, , , , , , , 
37225,Y,103572978,740+,ORANGEDALE AVE, , , , , , , 
37226,Y,103452981,1626,MULBERRY AVE, , , , , , , 
37227,Y,103552982,224,LANKFORD AVE, , , , , , , 
37228,Y,103902983,745+,PROSPECT AVE, , , , , , , 
37229,Y,103162984,905,MONTICELLO AVE, , , , , , , 
37230,Y,100212988,212,RAYMOND AVE, , , , , , , 
37231,Y,102032989,213+,STRIBLING AVE, , , , , , , 
37232,Y,103832990,1425,FOREST RIDGE RD, , , , , , , 
37233,Y,103932991,131,BURNET ST, , , , , , , 
37234,Y,103512993,1515,TRAILRIDGE RD, , , , , , , 
37235,Y,103812996,222,LANKFORD AVE, , , , , , , 
37236,Y,102332997,215,STRIBLING AVE, , , , , , , 
37237,Y,103102998,1633,MULBERRY AVE, , , , , , , 
37238,Y,103333000,803,BOLLING AVE, , , , , , , 
37239,Y,103723001,710+,BOLLING AVE, , , , , , , 
37240,Y,95563005,770+,PROSPECT AVE, , , , , , , 
37241,Y,102893006,221+,STRIBLING AVE, , , , , , , 
37242,Y,102493007,217+,STRIBLING AVE, , , , , , , 
37243,Y,102703008,219+,STRIBLING AVE, , , , , , , 
37244,Y,103083010,213,LANKFORD AVE, , , , , , , 
37245,Y,103853011,2406,JEFFERSON PARK AVE, , , , , , , 
37246,Y,103983013,154,BURNET ST, , , , , , , 
37247,Y,103783015,761,RIDGE ST, , , , , , , 
37248,Y,103653017,700+,ROCK CREEK RD, , , , , , , 
37249,Y,103823018,816+,AVON ST, , , , , , , 
37250,Y,103743019,1106,LEONARD ST, , , , , , , 
37251,Y,103873024,1424,FOREST RIDGE RD, , , , , , , 
37252,Y,103703025,709,ROCK CREEK RD, , , , , , , 
37254,Y,103483029,1518,TRAILRIDGE RD, , , , , , , 
37255,Y,103443030,134,STRIBLING AVE, , , , , , , 
37256,Y,103953032,802+,5TH ST SW, , , , , , , 
37257,Y,104043034,1212,CARLTON AVE, , , , , , , 
37258,Y,103753036,1210+,CARLTON AVE, , , , , , , 
37259,Y,103963037,1007+,RAYON ST, , , , , , , 
37260,Y,103803039,601,MONTROSE AVE, , , , , , , 
