OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,MasterAddressID
386,79638911,300,,, ,12TH,ST,NE,22902, ,R,101745
387,96369602,305,,, ,CHESTNUT,ST, ,22902, ,R,101746
388,86549191,1400,,, ,SHORT 18TH,ST, ,22902, ,R,101747
389,7672667,1000,,, ,KING,ST, ,22903, ,R,101748
390,7677680,1021,,, ,KING,ST, ,22903, ,R,101749
391,133606867,2745,,, ,MCELROY,DR, ,22903, ,R,101750
392,447715227,601,B,UNIT, ,CONCORD,AVE, ,22903, ,C,101751
393,82211170,506,,, ,9TH,ST,SW,22903, ,R,101752
394,6797162,845,,, ,ESTES,ST, ,22903, ,R,101753
395,73483424,414,,,E,MAIN,ST, ,22902, ,C,101754
396,692321652,108,,, ,2ND,ST,NE,22902, ,C,101755
397,72323370,306,,,E,MAIN,ST, ,22902, ,C,101756
398,358914202,918,,, ,MARSHALL,ST, ,22901, ,R,101757
399,99892538,312,,, ,CHESTNUT,ST, ,22902, ,R,101758
400,306513794,1025,,, ,PARK,ST, ,22901, ,I,101759
401,37507669,1216,,, ,SMITH,ST, ,22901, ,R,101760
402,40067724,1105,,, ,CALHOUN,ST, ,22901, ,R,101761
403,173512038,1314,,, ,WELLFORD,ST, ,22903, ,R,101762
404,44157854,910,,, ,MARTIN,ST, ,22901, ,R,101763
405,46177880,1004,,, ,COLEMAN,ST, ,22901, ,R,101764
406,49507961,926,,, ,COLEMAN,ST, ,22901, ,R,101765
407,32347549,1009,,, ,SMITH,ST, ,22901, ,R,101766
408,32857552,1011,,, ,SMITH,ST, ,22901, ,R,101767
409,145311660,1925,,, ,BLUE RIDGE,RD, ,22903, ,R,101768
410,110623914,108,,, ,ELKHORN,RD, ,22903, ,R,101769
411,112254159,704,,, ,SHAMROCK,RD, ,22903, ,R,101770
412,112314135,1609,,, ,TRAILRIDGE,RD, ,22903, ,R,101771
413,132746652,2727,,, ,JEFFERSON PARK,AVE, ,22903, ,R,101772
414,103853011,2406,,, ,JEFFERSON PARK,AVE, ,22903, ,R,101773
415,90231826,2312,,, ,FONTAINE,AVE, ,22903, ,R,101774
416,7136294,3,,, ,GILDERSLEEVE WOOD, , ,22903, ,R,101775
417,1506618383,1341,,, ,FRANCIS FIFE,WAY, ,22903, ,R,101776
418,114924598,1614,,, ,TRAILRIDGE,RD, ,22903, ,R,101777
419,115514663,105,,, ,VILLAGE,CT, ,22903, ,R,101778
420,115554703,715,,, ,VILLAGE,RD, ,22903, ,R,101779
421,329313846,113,,, ,BIRDWOOD,CT, ,22903, ,R,101780
422,89210817,1615,,, ,EMMET,ST,N,22901, ,C,105754
423,559316365,511,207,UNIT,,1ST,ST,N,22902, ,R,105523
424,86341418,109,B,UNIT, ,PIEDMONT,AVE,N,22903, ,R,105524
425,525215929,336,A,APT, ,10TH,ST,NW,22903, ,R,105525
426,146511671,1136,A,UNIT, ,EMMET,ST,N,22903, ,C,105526
427,555416237,530,,,,1ST,ST,N,22902, ,R,105527
428,132611639,1133,,, ,EMMET,ST,N,22903, ,C,105528
429,507215773,770,102,#, ,HARRIS,ST, ,22903, ,C,91328
430,7671708,1800,26,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,91419
431,643117027,208,,, ,CREAM,ST, ,22903, ,R,91482
432,93962081,1613,,, ,CENTER,AVE, ,22903, ,R,91519
433,49910411,1613,,, ,JAMESTOWN,DR, ,22901, ,R,91572
434,350914107,101,,, ,TRIPPER,CT, ,22903, ,R,91626
435,7234380,111,B,APT, ,VALLEY,RD, ,22903, ,R,91680
436,86059114,1136,,,E,MARKET,ST, ,22902, ,C,91733
437,96062354,111,,, ,STRIBLING,AVE, ,22903, ,R,91778
438,7454480,724,,, ,NALLE,ST, ,22903, ,R,91832
439,121545385,104,,, ,HARTMANS MILL,RD, ,22902, ,R,91916
440,318113829,1035,,, ,LOCUST,AVE, ,22901, ,R,91997
441,139169394,215,,, ,SPRUCE,ST, ,22902, ,R,92062
442,6693145,118,1,#, ,OAKHURST,CIR, ,22903, ,R,92114
443,111244036,937,,, ,MONTICELLO,AVE, ,22902, ,R,92158
444,319807,2331,,, ,GLENN,CT, ,22901, ,R,92211
445,132246619,303,,, ,PALATINE,AVE, ,22902, ,R,92255
446,127376260,1600,22,LOT, ,6TH,ST,SE,22902, ,R,92308
447,26010097,1914,B,APT, ,CEDAR HILL,RD, ,22901, ,R,92397
448,59138174,1316,A,APT, ,WILLOW,DR, ,22902, ,R,92488
449,400714683,800,,, ,CYNTHIANNA,AVE, ,22903, ,R,92578
450,1759977,103,,, ,WILSON,CT, ,22901, ,R,92676
451,1526418742,1407,,,,MIDLAND,ST,,22902, ,R,92760
452,178917897,100,D,UNIT, ,MELBOURNE PARK,CIR, ,22901, ,R,92841
453,318913805,1015,,, ,ST CHARLES,AVE, ,22901, ,R,92907
454,115984718,914,A,UNIT, ,MONTROSE,AVE, ,22902, ,R,92959
455,127906084,1112,A,APT, ,ALTAVISTA,AVE, ,22902, ,R,93011
456,7193358,739,,, ,NALLE,ST, ,22903, ,R,93064
457,109893774,2418,A,APT, ,SUNSET,RD, ,22903, ,R,93117
458,93591980,1532,,, ,BROAD,AVE, ,22903, ,R,93153
459,78598873,100,202,STE, ,10TH,ST,NE,22902, ,C,93191
460,497417425,301,3021,APT,,15TH,ST,NW,22903, ,R,93244
461,7812784,328,,, ,7 1/2,ST,SW,22903, ,R,93280
462,6683129,302,,, ,PARK,ST, ,22902, ,C,93334
463,179512110,1605,,, ,CAMBRIDGE,CIR, ,22903, ,R,93418
464,96169579,826,A,UNIT, ,HINTON,AVE, ,22902, ,C,93515
465,7198295,417,,,E,MAIN,ST, ,22902, ,C,93614
466,222312857,1225,B2,UNIT, ,PARK,ST, ,22901, ,R,93697
467,555816246,207,2,#, ,14TH,ST,NW,22903, ,R,93797
468,1327319788,1013,I,UNIT, ,LINDEN,AVE, ,22902, ,R,93879
469,68973283,121,,,E,MAIN,ST,,22902, ,C,93946
470,121165288,338,,, ,CLEVELAND,AVE, ,22903, ,R,93999
471,167111953,1625,,, ,CAMBRIDGE,CIR, ,22903, ,R,94052
472,377314400,1704,101,APT, ,GORDON,AVE, ,22903, ,R,94105
473,57665,103,,, ,14TH,ST,NW,22903, ,C,94179
474,72808687,1120,,, ,LITTLE HIGH,ST, ,22902, ,R,94225
475,93681992,625,,, ,RIDGE,ST, ,22902, ,R,94279
476,108273654,2324,A,APT, ,CRESTMONT,AVE, ,22903, ,R,94323
477,68510647,1807,6B,UNIT, ,EMMET,ST,N,22901, ,C,105529
478,132611759,975,C,UNIT, ,EMMET,ST,N,22903, ,C,105530
479,47010384,1907,,, ,EMMET,ST,N,22901, ,C,105531
480,132611636,1044,,, ,EMMET,ST,N,22903, ,C,105532
481,620216875,408,,,,1ST,ST,N,22902, ,R,105533
482,620716881,409,,,,1ST,ST,N,22902, ,R,105534
483,6768183,1620,103,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,94375
484,292513573,621,A,UNIT, ,NORTH,AVE, ,22901, ,R,94427
485,91119398,1510,,, ,SHORT 18TH,ST, ,22902, ,R,94479
486,138507369,1195,A,STE, ,5TH,ST,SW,22903, ,C,94532
487,300513656,1138,,, ,ROSE HILL,DR, ,22903, ,C,94586
488,81381047,109,D,UNIT, ,KENT,TER, ,22903, ,R,94640
489,118785020,1318,B,APT, ,HAMPTON,ST, ,22902, ,R,94694
490,462815389,1932,,, ,LEWIS MOUNTAIN,RD, ,22903, ,R,94776
491,101842731,221,14,STE, ,CARLTON,RD, ,22902, ,R,94865
492,97932365,1622,,, ,CENTER,AVE, ,22903, ,R,94946
493,131636575,128,,, ,HARRIS,RD, ,22903, ,R,94999
494,45767873,1218,,, ,BELLEVIEW,AVE, ,22901, ,R,95095
495,111074024,900,,, ,BLENHEIM,AVE, ,22902, ,R,95212
496,110211220,1439,,, ,KENWOOD,LN, ,22901, ,R,95286
497,332913777,816,E,UNIT, ,CABELL,AVE, ,22903, ,R,95377
498,65218415,1412,,,E,HIGH,ST, ,22902, ,C,95459
499,62288309,1510,,,E,HIGH,ST, ,22902, ,C,95508
500,43510309,1919,4,#, ,SWANSON,DR, ,22901, ,R,95560
501,135877057,117,B,APT, ,LONGWOOD,DR, ,22903, ,R,95613
502,77048816,401,,, ,MEADE,AVE, ,22902, ,R,95659
503,111824093,104,,, ,ELKHORN,RD, ,22903, ,R,95714
504,7552562,214,B,UNIT, ,5TH,ST,SW,22903, ,R,95759
505,7881935,1800,203,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95795
506,173312029,1982,6,#, ,ARLINGTON,BLVD, ,22903, ,R,95848
507,95252200,632,1,#, ,RIDGE,ST, ,22902, ,R,95900
508,596716697,423,A,UNIT, ,2ND,ST,NE,22902, ,R,95963
509,95711021,1626,,, ,ST ANNES,RD, ,22901, ,R,96008
510,13933261,750,4D,UNIT, ,WALKER,SQ, ,22903, ,R,96060
511,87751519,1220,A,UNIT, ,CHERRY,AVE, ,22903, ,R,96104
512,210412550,1424,,, ,OXFORD,RD, ,22903, ,R,96148
513,135307019,612,,, ,HARRIS,RD, ,22902, ,R,96201
514,643817054,413,,, ,7TH,ST,NE,22902, ,C,96256
515,62768308,1200,B,UNIT, ,POPLAR,ST, ,22902, ,R,96301
516,130586401,207,,, ,OLD LYNCHBURG,RD, ,22903, ,R,96346
517,290313519,1129,6C,APT, ,PRESTON,AVE, ,22903, ,R,96398
518,81471326,403,A,UNIT, ,GARRETT,ST, ,22902, ,R,96443
519,497417425,301,1045,APT,,15TH,ST,NW,22903, ,R,96480
520,415114910,2014,,, ,MINOR,RD, ,22903, ,R,96534
521,98852458,1626,,, ,CENTER,AVE, ,22903, ,R,96599
522,356014188,117,,, ,ALDERMAN,RD, ,22903, ,R,96645
523,85151394,515,,, ,RIDGE,ST, ,22902, ,R,96691
524,221712690,111,A,APT, ,MEGAN,CT, ,22901, ,R,96745
525,299113594,32,303,#, ,UNIVERSITY,CIR, ,22903, ,R,96791
526,122995387,102,,, ,MILFORD,TER, ,22902, ,R,96842
527,117064841,1200,,, ,MONTICELLO,AVE, ,22902, ,R,96888
528,497417425,301,4008,APT,,15TH,ST,NW,22903, ,R,96939
529,65928426,1134,,,E,HIGH,ST, ,22902, ,C,97028
530,510815891,659,,, ,EVERGREEN,AVE, ,22902, ,R,97093
531,132611759,977,,, ,EMMET,ST,N,22903, ,C,105541
532,107911166,1417,D,UNIT, ,EMMET,ST,N,22903, ,C,105542
533,132611636,1103,,, ,EMMET,ST,N,22903, ,C,105543
534,132611569,1129,,, ,EMMET,ST,N,22903, ,C,105544
535,7142458,583,708,APT, ,BRANDON,AVE, ,22903, ,R,100602
536,6831163,100,8,#, ,COURT,SQ, ,22902, ,C,100655
537,599117234,1325,E,UNIT,W,MAIN,ST, ,22903, ,C,100699
538,132611569,1035,,, ,EMMET,ST,N,22903, ,C,105545
539,559316365,511,311,UNIT,,1ST,ST,N,22902, ,R,105546
540,116774838,909,,, ,ELLIOTT,AVE, ,22902, ,R,100751
541,502015723,351,,, ,10TH,ST,NW,22903, ,R,100804
542,7671786,1800,64,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,100857
543,263513207,1406,,, ,WESTWOOD,RD, ,22903, ,R,100909
544,137747279,1629,,, ,MERIDIAN,ST, ,22902, ,R,100946
545,115811297,1440,,, ,KENWOOD,LN, ,22901, ,R,100984
546,6984753,107,212,#, ,1ST,ST,S,22902, ,R,101038
547,106363318,906,,, ,AVON,ST, ,22902, ,R,101119
548,83061237,218,,, ,DICE,ST, ,22902, ,R,101209
549,215612613,1104,,, ,HERNDON,RD, ,22903, ,R,101307
550,378814410,1605,1,#, ,GORDON,AVE, ,22903, ,R,101397
551,7558530,106,213,#,W,SOUTH,ST, ,22902, ,C,101488
552,100339707,1419,B,APT, ,BURGESS,LN, ,22902, ,R,101556
553,89111643,2512,B,UNIT, ,FONTAINE,AVE, ,22903, ,R,101609
554,97189691,1803,,, ,CHESAPEAKE,ST, ,22902, ,R,101646
555,76668800,326,,, ,MEADE,AVE, ,22902, ,R,101698
556,166411958,1502,,, ,GREENLEAF,LN, ,22903, ,R,101735
557,86771455,1223,,, ,CHERRY,AVE, ,22903, ,R,101789
558,1436915997,230,203,APT, ,15TH,ST,NW,22903, ,R,101842
559,626316920,511,,, ,8TH,ST,NE,22902, ,R,101888
560,7797758,313,101,#, ,2ND,ST,SE,22902, ,C,101979
561,1444517352,934,,, ,BING,LN, ,22903, ,R,102073
562,7858816,1104,,, ,KING,ST, ,22903, ,R,102156
563,128986363,1608,A,UNIT, ,MONTICELLO,AVE, ,22902, ,R,102246
564,177012081,1878,,, ,WESTVIEW,RD, ,22903, ,R,102342
565,151246450,208,,, ,HARRIS,RD, ,22903, ,R,102410
566,1703320037,874,,, ,ESTES,ST, ,22903, ,R,102464
568,1710722836,2000,102,APT, ,CITY WALK,WAY, ,22902, ,R,102535
569,1710722838,4000,024,APT, ,CITY WALK,WAY, ,22902, ,R,102584
570,1710722838,4000,117,APT, ,CITY WALK,WAY, ,22902, ,R,102618
571,1710722838,4000,226,APT, ,CITY WALK,WAY, ,22902, ,R,102667
572,1710722838,4000,303,APT, ,CITY WALK,WAY, ,22902, ,R,102701
573,1710722838,4000,345,APT, ,CITY WALK,WAY, ,22902, ,R,102743
574,1710722838,4000,437,APT, ,CITY WALK,WAY, ,22902, ,R,102792
575,1332022901,104,,, ,CHRISTA,CT, ,22903, ,R,102842
576,1011517459,850,,, ,ROCK CREEK,RD, ,22903, ,R,102924
577,82971277,500,808,#, ,1ST,ST,S,22902, ,R,103016
578,95562363,746,B,APT, ,PROSPECT,AVE, ,22903, ,R,103097
579,7123306,100,411,#, ,RIDGE,ST, ,22902, ,R,103195
580,798917327,322,3,#, ,4TH,ST,SE,22902, ,R,103285
581,7294446,1017,D,UNIT, ,GROVE,ST, ,22903, ,R,103356
582,508815776,326,3B,UNIT, ,15TH,ST,NW,22903, ,R,103453
583,93591980,1532,B,APT, ,BROAD,AVE, ,22903, ,R,103505
584,559316365,511,402,UNIT,,1ST,ST,N,22902, ,R,105547
585,559316365,511,403,UNIT,,1ST,ST,N,22902, ,R,105548
586,100632640,836,DOWN,, ,BELMONT,AVE, ,22902, ,R,103525
587,1013217271,927,DOWN,, ,BELMONT,AVE, ,22902, ,R,103526
588,559316365,511,404,UNIT,,1ST,ST,N,22902, ,R,105549
589,132611569,1041,,, ,EMMET,ST,N,22903, ,C,105550
590,105873264,706,B,APT, ,BLENHEIM,AVE, ,22902, ,R,103527
591,559316365,511,308,UNIT,,1ST,ST,N,22902, ,R,105551
592,559316365,511,309,UNIT,,1ST,ST,N,22902, ,R,105552
593,134476904,1611,DOWN,, ,MERIDIAN,ST, ,22902, ,R,103528
594,101422721,806,UP,, ,AVON,ST, ,22902, ,R,103529
595,91129411,221,DOWN,, ,DOUGLAS,AVE, ,22902, ,R,103530
596,1469614001,970,,, ,RIVES,ST, ,22902, ,C,103531
597,7294446,1017,E,UNIT, ,GROVE,ST, ,22903, ,R,103357
598,7294446,1017,F,UNIT, ,GROVE,ST, ,22903, ,R,103358
599,7294446,1017,G,UNIT, ,GROVE,ST, ,22903, ,R,103359
600,7294446,1017,H,UNIT, ,GROVE,ST, ,22903, ,R,103360
601,41310280,1921,C,UNIT, ,SWANSON,DR, ,22901, ,R,103361
602,41310280,1921,D,UNIT, ,SWANSON,DR, ,22901, ,R,103362
603,41310280,1921,E,UNIT, ,SWANSON,DR, ,22901, ,R,103363
604,41310280,1921,F,UNIT, ,SWANSON,DR, ,22901, ,R,103364
605,36610238,1920,14,#, ,SWANSON,DR, ,22901, ,R,103365
606,70310673,2201,2,#, ,ANGUS,RD, ,22901, ,R,103366
607,70310673,2201,3,#, ,ANGUS,RD, ,22901, ,R,103367
608,70310673,2201,4,#, ,ANGUS,RD, ,22901, ,R,103368
609,70310673,2201,5,#, ,ANGUS,RD, ,22901, ,R,103369
610,70310673,2201,6,#, ,ANGUS,RD, ,22901, ,R,103370
611,70310673,2201,7,#, ,ANGUS,RD, ,22901, ,R,103371
612,70310673,2201,8,#, ,ANGUS,RD, ,22901, ,R,103372
613,70310673,2201,9,#, ,ANGUS,RD, ,22901, ,R,103373
614,70310673,2201,10,#, ,ANGUS,RD, ,22901, ,R,103374
615,70310673,2201,11,#, ,ANGUS,RD, ,22901, ,R,103375
616,70310673,2201,12,#, ,ANGUS,RD, ,22901, ,R,103376
617,70310673,2201,13,#, ,ANGUS,RD, ,22901, ,R,103377
618,70310673,2201,14,#, ,ANGUS,RD, ,22901, ,R,103378
619,70310673,2201,15,#, ,ANGUS,RD, ,22901, ,R,103379
620,132611569,1127,,, ,EMMET,ST,N,22903, ,C,105553
621,70310673,2201,16,#, ,ANGUS,RD, ,22901, ,R,103380
622,70310673,2201,17,#, ,ANGUS,RD, ,22901, ,R,103381
623,70310673,2201,18,#, ,ANGUS,RD, ,22901, ,R,103382
624,70310673,2201,19,#, ,ANGUS,RD, ,22901, ,R,103383
625,70310673,2201,20,#, ,ANGUS,RD, ,22901, ,R,103384
626,70310673,2201,21,#, ,ANGUS,RD, ,22901, ,R,103385
627,70310673,2201,22,#, ,ANGUS,RD, ,22901, ,R,103386
628,70310673,2201,23,#, ,ANGUS,RD, ,22901, ,R,103387
629,70310673,2201,24,#, ,ANGUS,RD, ,22901, ,R,103388
630,70310673,2201,25,#, ,ANGUS,RD, ,22901, ,R,103389
631,70310673,2201,26,#, ,ANGUS,RD, ,22901, ,R,103390
632,70310673,2201,27,#, ,ANGUS,RD, ,22901, ,R,103391
633,70310673,2201,28,#, ,ANGUS,RD, ,22901, ,R,103392
634,70310673,2201,29,#, ,ANGUS,RD, ,22901, ,R,103393
635,70310673,2201,30,#, ,ANGUS,RD, ,22901, ,R,103394
636,70110677,2118,22,#, ,ANGUS,RD, ,22901, ,R,103395
637,70110677,2118,23,#, ,ANGUS,RD, ,22901, ,R,103396
638,70110677,2118,24,#, ,ANGUS,RD, ,22901, ,R,103397
639,108163583,114,5,APT, ,LANKFORD,AVE, ,22902, ,R,103061
640,559316365,511,201,UNIT,,1ST,ST,N,22902, ,R,105755
641,598116756,423,1A,APT,,1ST,ST,N,22902, ,R,105756
642,559316365,511,307,UNIT,,1ST,ST,N,22902, ,R,105757
643,8064962,130,,, ,PIEDMONT,AVE,N,22903, ,R,105758
644,7123306,100,103,#, ,RIDGE,ST, ,22902, ,R,103141
645,7123306,100,B18,UNIT, ,RIDGE,ST, ,22902, ,R,103233
646,543316153,510,10,APT, ,MCINTIRE,RD, ,22902, ,R,103321
647,7923894,2010,17,#, ,STADIUM,RD, ,22903, ,R,103401
648,89381641,219,B,APT, ,SHAMROCK,RD, ,22903, ,R,103506
649,6917202,500,D,UNIT,W,MAIN,ST, ,22903, ,C,103507
650,720213998,1708,COTT,, ,JEFFERSON PARK,AVE, ,22903, ,R,103508
651,90301692,2304,B,UNIT, ,FONTAINE,AVE, ,22903, ,R,103509
652,953618755,120,B,APT, ,SUMMIT,ST, ,22903, ,R,103510
653,560217489,101,,, ,MINOR COURT,LN, ,22903, ,R,103512
654,552820117,1513,,, ,UNIVERSITY,AVE, ,22903, ,R,103513
655,91581804,608,B,APT, ,RIDGE,ST, ,22902, ,R,103516
656,1710722838,4000,337,APT, ,CITY WALK,WAY, ,22902, ,R,102735
657,1710722838,4000,338,APT, ,CITY WALK,WAY, ,22902, ,R,102736
658,1710722838,4000,339,APT, ,CITY WALK,WAY, ,22902, ,R,102737
659,1710722838,4000,340,APT, ,CITY WALK,WAY, ,22902, ,R,102738
660,1710722838,4000,341,APT, ,CITY WALK,WAY, ,22902, ,R,102739
661,1710722838,4000,342,APT, ,CITY WALK,WAY, ,22902, ,R,102740
662,1710722838,4000,343,APT, ,CITY WALK,WAY, ,22902, ,R,102741
663,1710722838,4000,344,APT, ,CITY WALK,WAY, ,22902, ,R,102742
664,656422938,1600,312,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,102883
665,178112105,1936,2,FL, ,ARLINGTON,BLVD, ,22903, ,C,102884
666,1425922950,241,,, ,HUNTLEY,AVE, ,22903, ,R,102885
667,48067933,1231,B,UNIT, ,RIVER VISTA,AVE, ,22901, ,R,102886
668,50822955,2036,,, ,INDIA,RD, ,22901, ,C,102887
669,146422964,120,,, ,RIVERBLUFF,CIR, ,22902, ,R,102888
670,157011875,2420,A1,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102889
671,157011875,2420,A2,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102890
672,157011875,2420,A3,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102891
673,157011875,2420,A4,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102892
674,157011875,2420,A5,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102893
675,157011852,2422,B1,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102894
676,157011852,2422,B2,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102895
677,157011852,2422,B3,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102896
678,157011852,2422,B4,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102897
679,157011852,2422,B5,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102898
680,157011852,2422,B6,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,102899
681,1151922975,1103,,, ,BLENHEIM,AVE, ,22902, ,R,102900
682,698222981,876,BACKFLOW,, ,ESTES,ST, ,22903, ,C,102901
683,1508222984,511,,, ,HANOVER,ST, ,22903, ,R,102902
684,1710522985,902,,, ,ROCKLAND,AVE, ,22902, ,R,102903
685,84371311,117,,, ,PIEDMONT,AVE,N,22903, ,R,105759
686,174112046,914,,, ,EMMET,ST,N,22903, ,C,105760
687,328413889,123,,, ,EMMET,ST,N,22903, ,C,105761
688,94612055,740,1,APT,,1ST,ST,S,22902, ,R,105762
689,17313129695,1049, , ,E,WATER,ST, ,22902, ,R,105897
690,14154129696,105, , , ,MORGAN,CT, ,22903, ,R,105898
691,14152129699,109, , , ,MORGAN,CT, ,22903, ,R,105899
692,17521134495,102, , , ,PAYNES MILL,RD, ,22902, ,R,105971
693,17522134496,100, , , ,PAYNES MILL,RD, ,22902, ,R,105972
694,1710722835,3000,207,APT, ,CITY WALK,WAY, ,22902, ,R,102523
695,1710722835,3000,301,APT, ,CITY WALK,WAY, ,22902, ,R,102524
696,1710722835,3000,302,APT, ,CITY WALK,WAY, ,22902, ,R,102525
697,1710722835,3000,303,APT, ,CITY WALK,WAY, ,22902, ,R,102526
698,324013850,145,,, ,BIRDWOOD,CT, ,22903, ,R,101781
699,220612712,1543,,, ,RUGBY,AVE, ,22903, ,R,101782
700,239812959,1619,,, ,WESTWOOD,RD, ,22903, ,R,101783
701,1452817358,715,,, ,RAINIER,RD, ,22903, ,R,101784
702,1462417364,821,,, ,RAINIER,RD, ,22903, ,R,101785
703,162011883,1604,,, ,DEL MAR,DR, ,22903, ,R,101786
704,8047979,1008,,, ,CHERRY,AVE, ,22903, ,R,101787
705,82261120,407,,, ,SPRING,ST, ,22903, ,R,101788
706,126625879,925,,, ,RIVES,ST, ,22902, ,R,103532
707,650522978,852,331,APT,W,MAIN,ST, ,22903, ,R,103671
708,650522978,852,332,APT,W,MAIN,ST, ,22903, ,R,103672
709,650522978,852,333,APT,W,MAIN,ST, ,22903, ,R,103673
710,650522978,852,334,APT,W,MAIN,ST, ,22903, ,R,103674
711,650522978,852,335,APT,W,MAIN,ST, ,22903, ,R,103675
712,650522978,852,336,APT,W,MAIN,ST, ,22903, ,R,103676
713,650522978,852,337,APT,W,MAIN,ST, ,22903, ,R,103677
714,650522978,852,401,APT,W,MAIN,ST, ,22903, ,R,103678
715,650522978,852,402,APT,W,MAIN,ST, ,22903, ,R,103679
716,650522978,852,403,APT,W,MAIN,ST, ,22903, ,R,103680
717,650522978,852,404,APT,W,MAIN,ST, ,22903, ,R,103681
718,650522978,852,405,APT,W,MAIN,ST, ,22903, ,R,103682
719,650522978,852,406,APT,W,MAIN,ST, ,22903, ,R,103683
720,650522978,852,407,APT,W,MAIN,ST, ,22903, ,R,103684
721,650522978,852,408,APT,W,MAIN,ST, ,22903, ,R,103685
722,650522978,852,409,APT,W,MAIN,ST, ,22903, ,R,103686
723,650522978,852,410,APT,W,MAIN,ST, ,22903, ,R,103687
724,650522978,852,411,APT,W,MAIN,ST, ,22903, ,R,103688
725,650522978,852,412,APT,W,MAIN,ST, ,22903, ,R,103689
726,650522978,852,413,APT,W,MAIN,ST, ,22903, ,R,103690
727,650522978,852,414,APT,W,MAIN,ST, ,22903, ,R,103691
728,650522978,852,415,APT,W,MAIN,ST, ,22903, ,R,103692
729,650522978,852,416,APT,W,MAIN,ST, ,22903, ,R,103693
730,650522978,852,417,APT,W,MAIN,ST, ,22903, ,R,103694
731,650522978,852,418,APT,W,MAIN,ST, ,22903, ,R,103695
732,650522978,852,419,APT,W,MAIN,ST, ,22903, ,R,103696
733,650522978,852,420,APT,W,MAIN,ST, ,22903, ,R,103697
734,650522978,852,421,APT,W,MAIN,ST, ,22903, ,R,103698
735,650522978,852,422,APT,W,MAIN,ST, ,22903, ,R,103699
736,650522978,852,423,APT,W,MAIN,ST, ,22903, ,R,103700
737,650522978,852,424,APT,W,MAIN,ST, ,22903, ,R,103701
738,6886135733,600,203,APT,W,MAIN,ST, ,22903, ,R,106000
739,6886135733,600,202,APT,W,MAIN,ST, ,22903, ,R,105999
740,6886135733,600,201,APT,W,MAIN,ST, ,22903, ,R,105998
741,6886135733,600,105,APT,W,MAIN,ST, ,22903, ,R,105997
742,6886135733,600,101,APT,W,MAIN,ST, ,22903, ,R,105993
743,6886135733,600,102,APT,W,MAIN,ST, ,22903, ,R,105994
744,337313978,839,6,APT, ,MADISON,AVE, ,22903, ,R,101605
745,337313978,839,7,APT, ,MADISON,AVE, ,22903, ,R,101606
746,332913966,826,B,UNIT, ,CABELL,AVE, ,22903, ,R,101607
747,332913966,826,C,UNIT, ,CABELL,AVE, ,22903, ,R,101608
748,139906473,147,,, ,OLD FIFTH,CIR, ,22903, ,R,101727
749,140026581,128,,, ,OLD FIFTH,CIR, ,22903, ,R,101728
750,107963538,2337,,, ,HIGHLAND,AVE, ,22903, ,R,101729
751,108663653,2323,,, ,CRESTMONT,AVE, ,22903, ,R,101730
752,7845828,830,,, ,CHERRY,AVE, ,22903, ,C,101731
753,7576572,610,,, ,DICE,ST, ,22903, ,R,101732
754,196312349,1112,,, ,RUGBY,RD, ,22903, ,R,101733
755,227412833,933,,, ,RUGBY,RD, ,22903, ,R,101734
756,468715440,409,4C,UNIT, ,13TH,ST,NW,22903, ,R,101835
757,468715354,402,3B,UNIT, ,14TH,ST,NW,22903, ,R,101836
758,516815844,750,A,UNIT, ,HARRIS,ST, ,22903, ,C,101837
759,367214298,1117,5,#, ,FOREST,ST, ,22903, ,R,101838
760,495315551,706,A,UNIT, ,ALBEMARLE,ST, ,22903, ,C,101839
761,543416182,210,2,APT, ,15TH,ST,NW,22903, ,R,101840
762,543416182,210,10,APT, ,15TH,ST,NW,22903, ,R,101841
763,545516141,218,402,#, ,15TH,ST,NW,22903, ,R,101933
764,157811860,2101,217,APT, ,ARLINGTON,BLVD, ,22903, ,R,102023
765,7849796,300,28,#, ,4TH,ST,SE,22902, ,R,102117
766,82521155,1830,35,#, ,JEFFERSON PARK,AVE, ,22903, ,R,102201
767,13933199,725,4A,UNIT, ,WALKER,SQ, ,22903, ,R,102290
768,101532776,827,,, ,MONTICELLO,AVE, ,22902, ,R,102387
769,102472839,806,,, ,MONTICELLO,AVE, ,22902, ,R,102388
