GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
4795,510008000,Single Family,1930,3297,Residential,1,NA,R-1SC
4681,510009000,Single Family,2007,3884,Residential,1,NA,R-1
14695,510009100,Single Family,2008,2400,Residential,1,NA,R-1
4846,510010000,Single Family-1 Conversion,1936,2788,Residential,1,NA,R-1SC
4812,510011000,Single Family,1970,1621,Residential,1,NA,R-1
4913,510011100,Single Family,1920,4026,Residential,1,NA,R-1SC
4889,510012000,Single Family,1939,3006,Residential,1,NA,MLTPC
4926,510013000,Vacant Land,NA,NA,Residential,0,NA,R-1
5013,510013100,Single Family,1928,2533,Residential,1,NA,R-1SC
4963,510014000,Single Family,1939,1944,Residential,1,NA,MLTPC
4997,510015000,Single Family,1928,1513,Residential,1,NA,MLTPC
5124,510016000,Single Family-1 Conversion,1953,838,Residential,1,NA,R-1SC
5031,510017000,Vacant Land,NA,NA,Residential,0,NA,R-1
5171,510018000,Single Family-1 Conversion,1954,1225,Residential,1,NA,R-1SC
5064,510018100,Vacant Land,NA,NA,Residential,0,NA,R-1
5228,510019000,Single Family-1 Conversion,1925,2985,Residential,1,NA,R-1SC
5129,510019100,Vacant Land,NA,NA,Residential,0,NA,R-1
5194,510020000,Single Family-1 Conversion,1955,2400,Residential,1,NA,MLTPC
5233,510021000,Single Family-1 Conversion,1948,2572,Residential,1,NA,MLTPC
14336,510022000,Single Family,2008,3208,Residential,1,NA,R-1SC
5398,510023000,Single Family-1 Conversion,1925,2262,Residential,1,NA,MLTPC
5491,510025100,Single Family,1907,3672,Residential,1,NA,R-1SC
5495,510026000,Single Family,1900,2191,Residential,1,NA,R-1SC
5544,510027000,Single Family,1930,1718,Residential,1,NA,R-1SC
5705,510028000,Single Family,1890,2817,Residential,1,NA,R-1SC
5609,510028100,Single Family,2003,3327,Residential,1,NA,R-1S
17197,510028200,Vacant Land,NA,NA,Residential,0,NA,R-1SC
5769,510029000,Single Family,1900,3775,Residential,1,NA,R-1SC
5698,510029100,Duplex,1986,1586,Residential,1,NA,R-1S
5739,510029200,Duplex,1986,1858,Residential,1,NA,R-1S
5882,510030000,Single Family-1 Conversion,1900,2706,Residential,1,NA,R-1SC
5783,510030100,Single Family,1954,1292,Residential,1,NA,R-1S
5839,510030200,Single Family-1 Conversion,1962,1780,Residential,1,NA,R-1SC
5811,510030300,Duplex,1965,891,Residential,1,NA,R-1S
5903,510031000,Single Family,1900,1936,Residential,1,NA,R-1SC
5945,510032000,Duplex,1969,2008,Residential,1,NA,R-1S
6002,510032100,Single Family,1925,3416,Residential,1,NA,R-1SC
6045,510033000,Single Family,1896,3916,Residential,1,NA,R-1SC
5984,510033100,Single Family,1959,1741,Residential,1,NA,R-1S
6028,510034000,Single Family,1900,4146,Residential,1,NA,R-1SC
6128,510035000,Single Family-1 Conversion,1962,1154,Residential,1,NA,R-1SC
6099,510036000,Single Family,1962,1128,Residential,1,NA,R-1S
6166,510036100,Single Family-1 Conversion,1900,2947,Residential,1,NA,R-1SC
6069,510036200,Single Family,1962,1274,Residential,1,NA,R-1S
6222,510037000,Single Family-1 Conversion,1925,2702,Residential,1,NA,R-1SC
6192,510037100,Single Family,1957,1665,Residential,1,NA,R-1SC
6157,510038000,Single Family,1910,2416,Residential,1,NA,R-1SC
6116,510039000,Single Family,1900,2544,Residential,1,NA,R-1SC
6077,510040000,Duplex,1973,2588,Residential,1,NA,R-1SC
6035,510041000,Duplex,1905,5323,Residential,1,NA,R-1SC
6111,510042000,Single Family,1925,3520,Residential,1,NA,R-1SC
6167,510043000,Single Family,1940,2960,Residential,1,NA,R-1SC
6213,510044000,Single Family,1956,2217,Residential,1,NA,R-1SC
6262,510045000,Single Family,1936,1839,Residential,1,NA,R-1SC
6329,510046000,Single Family,1940,2807,Residential,1,NA,R-1SC
6326,510047000,Single Family-1 Conversion,1930,2180,Residential,1,NA,R-1S
6288,510048000,Single Family,1920,2534,Residential,1,NA,R-1SC
6245,510049000,Single Family,1958,1378,Residential,1,NA,R-1SC
6188,510049100,Single Family-1 Conversion,1963,1487,Residential,1,NA,R-1SC
6233,510049200,Vacant Land,NA,NA,Residential,0,NA,R-1S
6121,510050000,Single Family-1 Conversion,1940,1031,Residential,1,NA,R-1S
6073,510050A00,Vacant Land,NA,NA,Residential,0,NA,R-1S
6155,510051000,Single Family,1955,1250,Residential,1,NA,R-1S
6120,510051100,Single Family,2000,1288,Residential,1,NA,R-1S
6047,510052000,Single Family,1957,1887,Residential,1,NA,R-1S
6078,510052100,Single Family-1 Conversion,1959,1414,Residential,1,NA,R-1S
5998,510053000,Single Family-1 Conversion,1959,1690,Residential,1,NA,R-1S
6042,510053100,Single Family,1952,1097,Residential,1,NA,R-1S
5997,510054000,Single Family,1950,3038,Residential,1,NA,R-1S
5951,510054100,Single Family,2000,2706,Residential,1,NA,R-1S
5949,510055000,Single Family,1968,1100,Residential,1,NA,R-1S
5911,510055100,Single Family-1 Conversion,1935,2418,Residential,1,NA,R-1S
5856,510056000,Single Family,1940,3390,Residential,1,NA,R-1S
5800,510057000,Single Family-1 Conversion,1922,3896,Residential,1,NA,R-1S
5734,510058000,Single Family,1939,2951,Residential,1,NA,R-1S
5691,510059000,Vacant Land,NA,NA,Residential,0,NA,R-1S
5803,510060000,Single Family,1948,1704,Residential,1,NA,R-1S
5868,510061000,Single Family,1940,2211,Residential,1,NA,R-1S
5910,510062000,Single Family,1965,1745,Residential,1,NA,R-1S
5950,510063000,Single Family,1946,2415,Residential,1,NA,R-1S
5994,510064000,Single Family,1946,1496,Residential,1,NA,R-1S
6033,510065000,Single Family,1938,1258,Residential,1,NA,R-1S
5958,510066000,Single Family,1920,2900,Residential,1,NA,R-1SC
5922,510067000,Single Family-1 Conversion,1900,2208,Residential,1,NA,R-1SC
5880,510068000,Single Family,1900,2148,Residential,1,NA,R-1SC
5840,510069000,Single Family,1951,2715,Residential,1,NA,R-1SC
5796,510070000,Single Family,1925,2536,Residential,1,NA,R-1SC
5736,510071000,Single Family,1920,3288,Residential,1,NA,R-1SC
5681,510072000,Single Family,1953,1165,Residential,1,NA,R-1SC
5601,510073000,Single Family,1905,2582,Residential,1,NA,R-1SC
5327,510074000,Single Family,1844,5209,Residential,1,NA,R-1SC
5327,510074000,Single Family,1900,295,Residential,1,NA,R-1SC
5586,510075000,Single Family,1930,2696,Residential,1,NA,R-1SC
5641,510077000,Single Family,1930,1910,Residential,1,NA,R-1SC
5664,510078000,Single Family,1930,2819,Residential,1,NA,R-1SC
5664,510078000,Single Family,1960,360,Residential,1,NA,R-1SC
5689,510079000,Single Family,1928,2580,Residential,1,NA,R-1SC
5720,510080000,Single Family-1 Conversion,1948,2464,Residential,1,NA,R-1SC
5637,510081000,Single Family,1950,582,Residential,1,NA,R-1S
5587,510082000,Vacant Land,NA,NA,Residential,0,NA,R-1S
5414,510084000,Single Family-1 Conversion,1947,1734,Residential,1,NA,R-1SC
5254,510085000,Single Family,1915,4896,Residential,1,NA,R-1SC
5394,510086000,Single Family,1932,1998,Residential,1,NA,R-1S
5431,510087000,Vacant Land,NA,NA,Residential,0,NA,R-1S
5113,510088000,Single Family,1900,3125,Residential,1,NA,R-1SC
5113,510088000,Single Family,1900,836,Residential,1,NA,R-1SC
5294,510088100,Single Family,1965,2145,Residential,1,NA,R-1S
5360,510088200,Single Family,1963,3266,Residential,1,NA,R-1S
5039,510089000,Single Family,1920,807,Residential,1,NA,R-1SC
5039,510089000,Single Family,1920,5435,Residential,1,NA,R-1SC
5219,510090000,Single Family,1951,937,Residential,1,NA,R-1S
5249,510090100,Duplex,1971,2652,Residential,1,NA,R-1S
5126,510091000,Single Family,1951,1158,Residential,1,NA,R-1S
5178,510091100,Duplex,1971,3022,Residential,1,NA,R-1S
4961,510092000,Single Family,1954,577,Residential,1,NA,R-1SC
4961,510092000,Single Family,1904,6275,Residential,1,NA,R-1SC
4888,510093000,Single Family,1906,5792,Residential,1,NA,R-1SC
5050,510093100,Single Family,1959,2852,Residential,1,NA,R-1S
4805,510094000,Single Family,1910,3648,Residential,1,NA,R-1SC
4964,510094100,Single Family,1963,2237,Residential,1,NA,R-1S
4738,510095000,Single Family,1931,3682,Residential,1,NA,R-1SC
4678,510096000,Single Family,1935,2675,Residential,1,NA,R-1SC
4624,510097000,Single Family-1 Conversion,1935,2016,Residential,1,NA,R-1SC
4722,510098000,Single Family,1941,1985,Residential,1,NA,R-1S
4767,510099000,Single Family,2009,3726,Residential,1,NA,R-1S
4810,510099A00,Vacant Land,NA,NA,Residential,0,NA,R-1S
4879,510100000,Duplex,1973,2534,Residential,1,NA,R-1S
4848,510100100,Duplex,1947,2072,Residential,1,NA,R-1S
4931,510101000,Single Family,1948,1957,Residential,1,NA,R-1S
4969,510102000,Single Family,1948,2880,Residential,1,NA,R-1S
5056,510103000,Single Family-1 Conversion,1947,1886,Residential,1,NA,R-2
5098,510104000,Vacant Land,NA,NA,Residential,0,NA,R-2
5127,510105000,Vacant Land,NA,NA,Residential,0,NA,R-2
5159,510106000,Vacant Land,NA,NA,Residential,0,NA,R-2
5193,510107000,Vacant Land,NA,NA,Residential,0,NA,R-2
5221,510108000,Single Family,1948,6543,Residential,1,NA,R-2
5246,510110000,Single Family,1952,2049,Residential,1,NA,R-2
5218,510111000,Duplex,1960,3284,Residential,1,NA,R-2
5181,510112000,Single Family,1953,2555,Residential,1,NA,R-2
5106,510113000,Single Family,1952,1709,Residential,1,NA,R-2
5175,510114000,Single Family-1 Conversion,1952,1695,Residential,1,NA,R-2
5263,510115000,Single Family,1920,2527,Residential,1,NA,R-2
5298,510116000,Single Family,1953,2816,Residential,1,NA,R-2
5345,510117000,Single Family,1940,2708,Residential,1,NA,R-2
5391,510118000,Single Family,1947,2426,Residential,1,NA,R-2
5424,510119000,Single Family,1955,1608,Residential,1,NA,R-2
5460,510119100,Single Family-1 Conversion,1956,1104,Residential,1,NA,R-2
5331,510120000,Single Family,1955,2576,Residential,1,NA,R-2
5381,510121000,Single Family-1 Conversion,1957,1210,Residential,1,NA,R-2
5397,510122000,Single Family,1956,2155,Residential,1,NA,R-2
5427,510123000,Single Family-1 Conversion,1954,1341,Residential,1,NA,R-2
5499,510124000,Single Family,1955,2061,Residential,1,NA,R-2
5551,510125000,Single Family,1956,1184,Residential,1,NA,R-2
5592,510126000,Single Family-1 Conversion,1956,998,Residential,1,NA,R-2
5527,510127000,Single Family-1 Conversion,1960,1749,Residential,1,NA,R-2
5595,510127100,Single Family,1956,1990,Residential,1,NA,R-2
5442,510128000,Single Family-1 Conversion,1950,1660,Residential,1,NA,R-2
5684,510129000,Single Family,1910,2669,Residential,1,NA,R-2
5606,510129100,Duplex,1984,2000,Residential,1,NA,R-2
5511,510129200,Single Family-1 Conversion,1955,1330,Residential,1,NA,R-2
5559,510129300,Duplex,1984,2000,Residential,1,NA,R-2
5614,510129400,Single Family-1 Conversion,1993,1182,Residential,1,NA,R-2
5706,510130000,Single Family-1 Conversion,1953,1277,Residential,1,NA,R-2
5728,510131000,Single Family,1951,1428,Residential,1,NA,R-2
5794,510132000,Single Family,1930,2388,Residential,1,NA,R-2
5819,510133000,Single Family,1941,2110,Residential,1,NA,R-2
5841,510134000,Single Family-1 Conversion,1986,2065,Residential,1,NA,R-2
5843,510135000,Single Family-1 Conversion,1956,1911,Residential,1,NA,R-2
5798,510135100,Single Family-1 Conversion,1954,2017,Residential,1,NA,R-2
5778,510135200,Single Family,1955,1316,Residential,1,NA,R-2
5740,510135300,Single Family,1955,2108,Residential,1,NA,R-2
5667,510135400,Single Family,1955,2020,Residential,1,NA,R-2
5590,510135500,Single Family,1981,2026,Residential,1,NA,R-2
5589,510135600,Single Family,1955,1433,Residential,1,NA,R-2
5658,510135700,Single Family,1965,2033,Residential,1,NA,R-2
5713,510135800,Single Family-1 Conversion,1955,985,Residential,1,NA,R-2
5753,510135900,Single Family,1956,1910,Residential,1,NA,R-2
5881,510136000,Single Family,1950,1996,Residential,1,NA,R-2
5923,510137000,Single Family-1 Conversion,1929,3306,Residential,1,NA,R-2
5923,510137000,Single Family-1 Conversion,1929,800,Residential,1,NA,R-2
5904,510137100,Single Family,1990,1608,Residential,1,NA,R-2
6079,510138000,Single Family-1 Conversion,1950,1438,Residential,1,NA,R-2
6066,510139000,Duplex,1950,1644,Residential,1,NA,R-2
6046,510140000,Single Family,1950,2074,Residential,1,NA,R-2
6162,510141000,Single Family,1954,1580,Residential,1,NA,R-2
6197,510142000,Single Family,1954,1572,Residential,1,NA,R-2
6225,510143000,Single Family,1955,1012,Residential,1,NA,R-2
6163,510144000,Vacant Land,NA,NA,Residential,0,NA,R-2
6127,510145000,Vacant Land,NA,NA,Residential,0,NA,R-2
6081,510146000,Vacant Land,NA,NA,Residential,0,NA,R-2
5992,510147000,Single Family,1950,2380,Residential,1,NA,R-2
5956,510150000,Single Family,1947,3440,Residential,1,NA,R-2
5928,510151000,Vacant Land,NA,NA,Residential,0,NA,R-2
5908,510152000,Single Family,1957,2314,Residential,1,NA,R-2
5860,510154000,Single Family,1939,3252,Residential,1,NA,R-2
5985,510156000,Single Family,1953,1860,Residential,1,NA,R-2
6034,510157000,Single Family,1953,1884,Residential,1,NA,R-2
6085,510158000,Single Family-1 Conversion,1952,824,Residential,1,NA,R-2
6136,510159000,Duplex,1920,2189,Residential,1,NA,R-2
6158,510160000,Single Family-1 Conversion,1920,1087,Residential,1,NA,R-2
6183,510161000,Single Family,1920,1436,Residential,1,NA,R-2
6196,510162000,Single Family,1920,1077,Residential,1,NA,R-2
6214,510163000,Single Family,1920,1077,Residential,1,NA,R-2
6231,510164000,Single Family,1920,1091,Residential,1,NA,R-2
6248,510165000,Single Family,1924,1294,Residential,1,NA,R-2
6268,510166000,Single Family,1924,1978,Residential,1,NA,R-2
6275,510167000,Single Family,1920,1419,Residential,1,NA,R-2
6290,510168000,Duplex,1920,1697,Residential,1,NA,R-2
6409,510169000,Single Family,1920,1662,Residential,1,NA,R-2
6394,510170000,Single Family,1920,1741,Residential,1,NA,R-2
6378,510171000,Single Family,1920,1828,Residential,1,NA,R-2
6371,510172000,Single Family,1920,1115,Residential,1,NA,R-2
6359,510173000,Single Family,1961,1738,Residential,1,NA,R-2
6341,510174000,Single Family,1920,1067,Residential,1,NA,R-2
6462,510176000,Single Family,1920,1048,Residential,1,1,HS
6430,510177000,Single Family,1920,1683,Residential,1,NA,R-2
6398,510178000,Single Family,1920,1218,Residential,1,NA,R-2
6303,510179000,Duplex,1973,2104,Residential,1,NA,R-2
6358,510179100,Duplex,1973,2122,Residential,1,NA,R-2
6276,510180000,Single Family-2 Conversion,1954,1364,Residential,2,NA,R-2
13909,510181000,Duplex,1953,788,Residential,1,NA,R-2
6346,510182000,Single Family,1920,1054,Residential,1,NA,R-2
6402,510183000,Single Family,1920,1111,Residential,1,NA,R-2
6365,510184000,Duplex,1925,1756,Residential,1,NA,R-2
3878,520001000,Single Family,1948,1558,Residential,1,NA,R-1
3912,520003000,Single Family,1953,2215,Residential,1,NA,R-1
3955,520004000,Single Family,1952,2921,Residential,1,NA,R-1
4011,520005000,Single Family,1946,1641,Residential,1,NA,R-1
4042,520006000,Single Family,1940,2990,Residential,1,NA,R-1
4072,520007000,Single Family,1945,3120,Residential,1,NA,R-1
4118,520008000,Single Family,1946,1696,Residential,1,NA,R-1
4162,520009000,Single Family,1950,2377,Residential,1,NA,R-1
3942,520010000,Single Family,1961,2002,Residential,1,NA,R-1
4021,520010100,Single Family-1 Conversion,1955,1706,Residential,1,NA,R-1
4036,520010200,Duplex,1955,900,Residential,1,NA,R-1
4170,520010300,Single Family,1955,1213,Residential,1,NA,R-1
4223,520010400,Single Family,1955,1627,Residential,1,NA,R-1
3976,520010500,Single Family,1960,2216,Residential,1,NA,R-1
4204,520011000,Single Family,1939,1667,Residential,1,NA,R-1
4242,520012000,Single Family,1942,3840,Residential,1,NA,R-1
4282,520013000,Single Family,1949,2855,Residential,1,NA,R-1
4326,520014000,Single Family,1955,1710,Residential,1,NA,R-1
4319,520016000,Single Family,1940,2417,Residential,1,NA,R-1
4275,520016100,Single Family,1964,2108,Residential,1,NA,R-1
4327,520016200,Single Family,1964,1590,Residential,1,NA,R-1
4422,520016300,Single Family,1971,1344,Residential,1,NA,R-1
4479,520016400,Single Family,1963,1720,Residential,1,NA,R-1
4542,520016500,Single Family,1969,1871,Residential,1,NA,R-1
4594,520016600,Single Family,1963,2105,Residential,1,NA,R-1
4537,520016700,Vacant Land,NA,NA,Residential,0,NA,R-1
4465,520016800,Single Family,1976,2016,Residential,1,NA,R-1
4413,520016900,Single Family,1976,1666,Residential,1,NA,R-1
4750,520017000,Vacant Land,NA,NA,Residential,0,NA,R-1
4845,520017100,Single Family,1963,1275,Residential,1,NA,R-1
4783,520017200,Single Family-1 Conversion,1963,1475,Residential,1,NA,R-1
4724,520017300,Single Family,1964,1218,Residential,1,NA,R-1
4600,520017400,Single Family,1964,2116,Residential,1,NA,R-1
4636,520017500,Vacant Land,NA,NA,Residential,0,NA,R-1
4642,520017600,Single Family,1963,2027,Residential,1,NA,R-1
4550,520018000,Single Family,1947,1888,Residential,1,NA,R-1
4757,520018100,Single Family,2004,2150,Residential,1,NA,R-1
4667,520019000,Single Family-1 Conversion,1951,1625,Residential,1,NA,R-1
4496,520020000,Single Family,1952,2438,Residential,1,NA,R-1
4445,520021000,Single Family,1949,3043,Residential,1,NA,R-1
4395,520022000,Single Family-1 Conversion,1940,1485,Residential,1,NA,R-1
4360,520023000,Single Family,1939,1348,Residential,1,NA,R-1
4316,520024000,Single Family-1 Conversion,1955,2059,Residential,1,NA,R-1
4401,520025000,Single Family,1939,1884,Residential,1,NA,R-1
4277,520026000,Single Family,1937,3155,Residential,1,NA,R-1H
4217,520027000,Single Family,1936,3423,Residential,1,NA,R-1
4177,520028000,Single Family,1935,2812,Residential,1,NA,R-1
4292,520029000,Single Family,1936,1882,Residential,1,NA,R-1
4348,520030000,Single Family,1937,2952,Residential,1,NA,R-1
4441,520031000,Single Family,1941,1971,Residential,1,NA,R-1
4464,520032000,Single Family,1942,1808,Residential,1,NA,R-1
4517,520033000,Single Family,1941,2897,Residential,1,NA,R-1
4581,520034000,Single Family,1940,1928,Residential,1,NA,R-1
4660,520035000,Single Family,1940,2954,Residential,1,NA,R-1
4779,520036000,Single Family,1937,2512,Residential,1,NA,R-1
4753,520037000,Single Family,1940,1908,Residential,1,NA,R-1
4763,520038000,Single Family,1965,2882,Residential,1,NA,R-1
4692,520039000,Single Family-1 Conversion,1967,1551,Residential,1,NA,R-1
4608,520040000,Single Family-1 Conversion,1957,5443,Residential,1,NA,R-1
4535,520041000,Single Family-1 Conversion,1955,3120,Residential,1,NA,R-1
4439,520042000,Single Family-1 Conversion,1946,3394,Residential,1,NA,R-1
4383,520043000,Single Family-1 Conversion,1949,1960,Residential,1,NA,R-1
4330,520044000,Single Family-1 Conversion,1950,2286,Residential,1,NA,R-1
4266,520045000,Single Family,1950,2703,Residential,1,NA,R-1
4210,520046000,Single Family,1951,2024,Residential,1,NA,R-1
4153,520047000,Single Family,1958,2314,Residential,1,NA,R-1
4096,520048000,Single Family,1949,2693,Residential,1,NA,R-1
3917,520049000,Single Family,1900,4152,Residential,1,NA,R-1H
3887,520049100,Single Family,1958,2801,Residential,1,NA,R-1
3840,520049200,Single Family,1958,1793,Residential,1,NA,R-1
3910,520050000,Single Family,1920,5310,Residential,1,NA,R-1H
3988,520051000,Vacant Land,NA,NA,Residential,0,NA,R-1H
4081,520051100,Single Family,1957,1494,Residential,1,NA,R-1H
4037,520052000,Single Family,1920,4650,Residential,1,NA,R-1H
4531,520054000,Single Family,1936,3528,Residential,1,NA,R-1H
4574,520055000,Single Family,1921,4303,Residential,1,NA,R-1H
4693,520056000,Single Family,1840,6345,Residential,1,NA,R-1H
4857,520057000,Single Family,1961,1856,Residential,1,NA,R-1H
4925,520058000,Single Family,1851,4871,Residential,1,NA,R-1H
4978,520059000,Single Family,1931,4264,Residential,1,NA,R-1H
4887,520061000,Single Family,1987,3048,Residential,1,NA,R-1H
4947,520062000,Single Family,1936,2771,Residential,1,NA,R-1H
4967,520063000,Single Family,1939,3056,Residential,1,NA,R-1H
5062,520064000,Single Family,1950,2413,Residential,1,NA,R-1
